feature1;feature2;correlation;strength
opp_deathsat15;opp_xpat20;0.6011590656;average
goldat20;opp_xpat20;0.9790589263;high
xpat20;opp_xpat20;0.9911381040;high
csat20;opp_xpat20;0.9763024696;high
opp_goldat20;opp_xpat20;0.9915316547;high
kills;opp_csat20;0.7200236170;average
deaths;opp_csat20;0.7302938789;average
assists;opp_csat20;0.6649063243;average
teamkills;opp_csat20;-0.0315214262;low
teamdeaths;opp_csat20;0.0018449921;low
doublekills;opp_csat20;0.4865116478;average
triplekills;opp_csat20;0.2671279847;low
quadrakills;opp_csat20;0.1198849798;low
pentakills;opp_csat20;0.0566704911;low
firstblood;opp_csat20;0.1742421624;low
firstbloodkill;opp_csat20;0.0318012225;low
firstbloodassist;opp_csat20;-0.1626163821;low
firstbloodvictim;opp_csat20;-0.0199300287;low
team kpm;opp_csat20;-0.0366033169;low
ckpm;opp_csat20;-0.0303916479;low
firstdragon;opp_csat20;-0.1275087277;low
dragons;opp_csat20;-0.1680991839;low
opp_dragons;opp_csat20;0.2807864096;low
elementaldrakes;opp_csat20;-0.1756714314;low
opp_elementaldrakes;opp_csat20;0.2844875296;low
infernals;opp_csat20;-0.0775307104;low
mountains;opp_csat20;-0.0688841427;low
clouds;opp_csat20;-0.0391111169;low
oceans;opp_csat20;-0.0629841652;low
chemtechs;opp_csat20;-0.0499681830;low
hextechs;opp_csat20;-0.0706485155;low
elders;opp_csat20;0.0124086488;low
opp_elders;opp_csat20;0.0368575856;low
firstherald;opp_csat20;-0.0711427589;low
heralds;opp_csat20;-0.1276019497;low
opp_heralds;opp_csat20;0.1323015657;low
firstbaron;opp_csat20;-0.2032280356;low
barons;opp_csat20;0.3789955810;average
opp_barons;opp_csat20;0.4019314954;average
firsttower;opp_csat20;-0.2406133554;low
towers;opp_csat20;-0.3056517593;average
opp_towers;opp_csat20;0.3283700509;average
firstmidtower;opp_csat20;-0.2341753432;low
firsttothreetowers;opp_csat20;-0.3018151899;average
turretplates;opp_csat20;-0.3817756580;average
opp_turretplates;opp_csat20;0.1474490440;low
inhibitors;opp_csat20;0.4078749666;average
opp_inhibitors;opp_csat20;0.4467237966;average
damagetochampions;opp_csat20;0.8523705971;high
dpm;opp_csat20;0.8972267462;high
damageshare;opp_csat20;0.6897590146;average
damagetakenperminute;opp_csat20;0.9096422345;high
damagemitigatedperminute;opp_csat20;0.8446383182;high
damagetotowers;opp_csat20;0.6780215250;average
wardsplaced;opp_csat20;0.6571132430;average
wpm;opp_csat20;0.6893643028;average
wardskilled;opp_csat20;0.7767026114;average
wcpm;opp_csat20;0.8230941386;high
controlwardsbought;opp_csat20;0.7451097891;average
visionscore;opp_csat20;0.7787457691;average
vspm;opp_csat20;0.8222182718;high
totalgold;opp_csat20;0.9353712389;high
earnedgold;opp_csat20;0.9220645557;high
earned gpm;opp_csat20;0.9422915740;high
earnedgoldshare;opp_csat20;0.8146489934;high
goldspent;opp_csat20;0.9369497660;high
gspd;opp_csat20;-0.3680282177;average
gpr;opp_csat20;-0.4014205771;average
total cs;opp_csat20;0.8580566935;high
minionkills;opp_csat20;0.9439811791;high
monsterkills;opp_csat20;0.6706218947;average
cspm;opp_csat20;0.9858431904;high
goldat10;opp_csat20;0.9671648509;high
xpat10;opp_csat20;0.9742228788;high
csat10;opp_csat20;0.9870786875;high
opp_goldat10;opp_csat20;0.9737866178;high
opp_xpat10;opp_csat20;0.9781237502;high
opp_csat10;opp_csat20;0.9956566068;high
golddiffat10;opp_csat20;-0.0399953303;low
xpdiffat10;opp_csat20;-0.0388635279;low
csdiffat10;opp_csat20;-0.0565489546;low
killsat10;opp_csat20;0.4934224282;average
assistsat10;opp_csat20;0.4314291636;average
deathsat10;opp_csat20;0.5032998837;average
opp_killsat10;opp_csat20;0.5141171606;average
opp_assistsat10;opp_csat20;0.4442663564;average
opp_deathsat10;opp_csat20;0.4824367286;average
goldat15;opp_csat20;0.9657174265;high
xpat15;opp_csat20;0.9764783946;high
csat15;opp_csat20;0.9884771565;high
opp_goldat15;opp_csat20;0.9751471737;high
opp_xpat15;opp_csat20;0.9818285403;high
opp_csat15;opp_csat20;0.9980197008;high
golddiffat15;opp_csat20;-0.0466925546;low
xpdiffat15;opp_csat20;-0.0477171971;low
csdiffat15;opp_csat20;-0.0657390138;low
killsat15;opp_csat20;0.5790581706;average
assistsat15;opp_csat20;0.5177898224;average
deathsat15;opp_csat20;0.5891795775;average
opp_killsat15;opp_csat20;0.6043887553;average
opp_assistsat15;opp_csat20;0.5337200773;average
opp_deathsat15;opp_csat20;0.5637272572;average
goldat20;opp_csat20;0.9647502450;high
xpat20;opp_csat20;0.9763024696;high
csat20;opp_csat20;0.9893417068;high
opp_goldat20;opp_csat20;0.9761623868;high
opp_xpat20;opp_csat20;0.9833623455;high
kills;golddiffat20;0.3607904057;average
deaths;golddiffat20;-0.3391782389;average
assists;golddiffat20;0.2937558973;low
teamkills;golddiffat20;0.4023766820;average
teamdeaths;golddiffat20;-0.4017425012;average
doublekills;golddiffat20;0.3437144925;average
triplekills;golddiffat20;0.2137040924;low
quadrakills;golddiffat20;0.1015814232;low
pentakills;golddiffat20;0.0510196867;low
firstblood;golddiffat20;0.2306198609;low
firstbloodkill;golddiffat20;0.2029818480;low
firstbloodassist;golddiffat20;0.0902384124;low
firstbloodvictim;golddiffat20;-0.1593586870;low
team kpm;golddiffat20;0.4469229295;average
ckpm;golddiffat20;-0.0000000000;low
firstdragon;golddiffat20;0.2242600835;low
dragons;golddiffat20;0.4976075560;average
opp_dragons;golddiffat20;-0.4976075560;average
elementaldrakes;golddiffat20;0.5083308404;average
opp_elementaldrakes;golddiffat20;-0.5083308404;average
infernals;golddiffat20;0.1779296224;low
mountains;golddiffat20;0.1693903871;low
clouds;golddiffat20;0.1821722288;low
oceans;golddiffat20;0.1716729855;low
chemtechs;golddiffat20;0.1738412537;low
hextechs;golddiffat20;0.1924306354;low
elders;golddiffat20;0.0385180801;low
opp_elders;golddiffat20;-0.0385180801;low
firstherald;golddiffat20;0.3415534255;average
heralds;golddiffat20;0.5231436383;average
opp_heralds;golddiffat20;-0.5231436383;average
firstbaron;golddiffat20;0.5140060958;average
barons;golddiffat20;0.2409735362;low
opp_barons;golddiffat20;-0.2409735362;low
firsttower;golddiffat20;0.5998587626;average
towers;golddiffat20;0.7201085430;average
opp_towers;golddiffat20;-0.7201085430;average
firstmidtower;golddiffat20;0.6298915966;average
firsttothreetowers;golddiffat20;0.7147035384;average
turretplates;golddiffat20;0.6155177627;average
opp_turretplates;golddiffat20;-0.6155177627;average
inhibitors;golddiffat20;0.3876076776;average
opp_inhibitors;golddiffat20;-0.3876076776;average
damagetochampions;golddiffat20;0.1258516183;low
dpm;golddiffat20;0.1546332827;low
damageshare;golddiffat20;0.1567761136;low
damagetakenperminute;golddiffat20;-0.0506734825;low
damagemitigatedperminute;golddiffat20;0.0044285400;low
damagetotowers;golddiffat20;0.4014886023;average
wardsplaced;golddiffat20;0.0250746568;low
wpm;golddiffat20;0.0310504081;low
wardskilled;golddiffat20;0.0479306223;low
wcpm;golddiffat20;0.0568476288;low
controlwardsbought;golddiffat20;0.0398258925;low
visionscore;golddiffat20;0.0688749576;low
vspm;golddiffat20;0.0822109942;low
totalgold;golddiffat20;0.1112827116;low
earnedgold;golddiffat20;0.1695122758;low
earned gpm;golddiffat20;0.2014406970;low
earnedgoldshare;golddiffat20;0.1939956029;low
goldspent;golddiffat20;0.0832902286;low
gspd;golddiffat20;0.8444040312;high
gpr;golddiffat20;0.9419243148;high
total cs;golddiffat20;0.1082540298;low
minionkills;golddiffat20;0.0292257391;low
monsterkills;golddiffat20;0.0885365530;low
cspm;golddiffat20;0.0538674275;low
goldat10;golddiffat20;0.0620125139;low
xpat10;golddiffat20;0.0286511944;low
csat10;golddiffat20;0.0395745458;low
opp_goldat10;golddiffat20;-0.0620125139;low
opp_xpat10;golddiffat20;-0.0286511944;low
opp_csat10;golddiffat20;-0.0395745458;low
golddiffat10;golddiffat20;0.7491085048;average
xpdiffat10;golddiffat20;0.5708911478;average
csdiffat10;golddiffat20;0.5217813583;average
killsat10;golddiffat20;0.2879155920;low
assistsat10;golddiffat20;0.2192487416;low
deathsat10;golddiffat20;-0.2687865516;low
opp_killsat10;golddiffat20;-0.2879155920;low
opp_assistsat10;golddiffat20;-0.2192487416;low
opp_deathsat10;golddiffat20;0.2687865516;low
goldat15;golddiffat20;0.0908795827;low
xpat15;golddiffat20;0.0395514331;low
csat15;golddiffat20;0.0455918865;low
opp_goldat15;golddiffat20;-0.0908795827;low
opp_xpat15;golddiffat20;-0.0395514331;low
opp_csat15;golddiffat20;-0.0455918865;low
golddiffat15;golddiffat20;0.9000028958;high
xpdiffat15;golddiffat20;0.7055073403;average
csdiffat15;golddiffat20;0.6281690888;average
killsat15;golddiffat20;0.3449371251;average
assistsat15;golddiffat20;0.2640639947;low
deathsat15;golddiffat20;-0.3205374418;average
opp_killsat15;golddiffat20;-0.3449371251;average
opp_assistsat15;golddiffat20;-0.2640639947;low
opp_deathsat15;golddiffat20;0.3205374418;average
goldat20;golddiffat20;0.1127858683;low
xpat20;golddiffat20;0.0552938435;low
csat20;golddiffat20;0.0505920733;low
opp_goldat20;golddiffat20;-0.1127858683;low
opp_xpat20;golddiffat20;-0.0552938435;low
opp_csat20;golddiffat20;-0.0505920733;low
kills;xpdiffat20;0.3194395593;average
deaths;xpdiffat20;-0.3239442134;average
assists;xpdiffat20;0.2806866075;low
teamkills;xpdiffat20;0.3750166281;average
teamdeaths;xpdiffat20;-0.3745656380;average
doublekills;xpdiffat20;0.3074643158;average
triplekills;xpdiffat20;0.1926008133;low
quadrakills;xpdiffat20;0.0914891955;low
pentakills;xpdiffat20;0.0473641122;low
firstblood;xpdiffat20;0.1428434016;low
firstbloodkill;xpdiffat20;0.0993793352;low
firstbloodassist;xpdiffat20;0.0548725600;low
firstbloodvictim;xpdiffat20;-0.0999719139;low
team kpm;xpdiffat20;0.4144864796;average
ckpm;xpdiffat20;-0.0000000000;low
firstdragon;xpdiffat20;0.2536908933;low
dragons;xpdiffat20;0.5024059477;average
opp_dragons;xpdiffat20;-0.5024059477;average
elementaldrakes;xpdiffat20;0.5142385347;average
opp_elementaldrakes;xpdiffat20;-0.5142385347;average
infernals;xpdiffat20;0.1803366322;low
mountains;xpdiffat20;0.1704760961;low
clouds;xpdiffat20;0.1859324064;low
oceans;xpdiffat20;0.1758005073;low
chemtechs;xpdiffat20;0.1781069535;low
hextechs;xpdiffat20;0.1890046069;low
elders;xpdiffat20;0.0324155558;low
opp_elders;xpdiffat20;-0.0324155558;low
firstherald;xpdiffat20;0.1408027289;low
heralds;xpdiffat20;0.2952891367;low
opp_heralds;xpdiffat20;-0.2952891367;low
firstbaron;xpdiffat20;0.4749763469;average
barons;xpdiffat20;0.2186280493;low
opp_barons;xpdiffat20;-0.2186280493;low
firsttower;xpdiffat20;0.4389397558;average
towers;xpdiffat20;0.6601579026;average
opp_towers;xpdiffat20;-0.6601579026;average
firstmidtower;xpdiffat20;0.5016498989;average
firsttothreetowers;xpdiffat20;0.5993185647;average
turretplates;xpdiffat20;0.4364703277;average
opp_turretplates;xpdiffat20;-0.4364703277;average
inhibitors;xpdiffat20;0.3418577793;average
opp_inhibitors;xpdiffat20;-0.3418577793;average
damagetochampions;xpdiffat20;0.1099767700;low
dpm;xpdiffat20;0.1354947533;low
damageshare;xpdiffat20;0.1132323726;low
damagetakenperminute;xpdiffat20;-0.0445389264;low
damagemitigatedperminute;xpdiffat20;0.0135279377;low
damagetotowers;xpdiffat20;0.3462600881;average
wardsplaced;xpdiffat20;0.0183519765;low
wpm;xpdiffat20;0.0233591636;low
wardskilled;xpdiffat20;0.0405311664;low
wcpm;xpdiffat20;0.0484332773;low
controlwardsbought;xpdiffat20;0.0291945356;low
visionscore;xpdiffat20;0.0567913278;low
vspm;xpdiffat20;0.0683342151;low
totalgold;xpdiffat20;0.0967496496;low
earnedgold;xpdiffat20;0.1473746735;low
earned gpm;xpdiffat20;0.1755242440;low
earnedgoldshare;xpdiffat20;0.1382015962;low
goldspent;xpdiffat20;0.0704397344;low
gspd;xpdiffat20;0.7574230261;average
gpr;xpdiffat20;0.7868786540;average
total cs;xpdiffat20;0.1087260615;low
minionkills;xpdiffat20;0.0301216321;low
monsterkills;xpdiffat20;0.0897454138;low
cspm;xpdiffat20;0.0543977957;low
goldat10;xpdiffat20;0.0432988357;low
xpat10;xpdiffat20;0.0275245451;low
csat10;xpdiffat20;0.0339664815;low
opp_goldat10;xpdiffat20;-0.0432988357;low
opp_xpat10;xpdiffat20;-0.0275245451;low
opp_csat10;xpdiffat20;-0.0339664815;low
golddiffat10;xpdiffat20;0.5230480764;average
xpdiffat10;xpdiffat20;0.5484420279;average
csdiffat10;xpdiffat20;0.4478403089;average
killsat10;xpdiffat20;0.1926277181;low
assistsat10;xpdiffat20;0.1528792728;low
deathsat10;xpdiffat20;-0.1980821263;low
opp_killsat10;xpdiffat20;-0.1926277181;low
opp_assistsat10;xpdiffat20;-0.1528792728;low
opp_deathsat10;xpdiffat20;0.1980821263;low
goldat15;xpdiffat20;0.0679214090;low
xpat15;xpdiffat20;0.0430676974;low
csat15;xpdiffat20;0.0431178255;low
opp_goldat15;xpdiffat20;-0.0679214090;low
opp_xpat15;xpdiffat20;-0.0430676974;low
opp_csat15;xpdiffat20;-0.0431178255;low
golddiffat15;xpdiffat20;0.6726424451;average
xpdiffat15;xpdiffat20;0.7682294737;average
csdiffat15;xpdiffat20;0.5940812541;average
killsat15;xpdiffat20;0.2617293357;low
assistsat15;xpdiffat20;0.2156667706;low
deathsat15;xpdiffat20;-0.2705884719;low
opp_killsat15;xpdiffat20;-0.2617293357;low
opp_assistsat15;xpdiffat20;-0.2156667706;low
opp_deathsat15;xpdiffat20;0.2705884719;low
goldat20;xpdiffat20;0.0936878213;low
xpat20;xpdiffat20;0.0665653665;low
csat20;xpdiffat20;0.0530296477;low
opp_goldat20;xpdiffat20;-0.0936878213;low
opp_xpat20;xpdiffat20;-0.0665653665;low
opp_csat20;xpdiffat20;-0.0530296477;low
golddiffat20;xpdiffat20;0.8306698584;high
kills;csdiffat20;0.2158223011;low
deaths;csdiffat20;-0.2010265381;low
assists;csdiffat20;0.1532358973;low
teamkills;csdiffat20;0.2291555530;low
teamdeaths;csdiffat20;-0.2288618291;low
doublekills;csdiffat20;0.2178325794;low
triplekills;csdiffat20;0.1396337092;low
quadrakills;csdiffat20;0.0684085677;low
pentakills;csdiffat20;0.0317136995;low
firstblood;csdiffat20;0.1053612337;low
firstbloodkill;csdiffat20;0.0831732206;low
firstbloodassist;csdiffat20;0.0205727758;low
firstbloodvictim;csdiffat20;-0.0821721658;low
team kpm;csdiffat20;0.2585220495;low
ckpm;csdiffat20;-0.0000000000;low
firstdragon;csdiffat20;0.2286634555;low
dragons;csdiffat20;0.4017965441;average
opp_dragons;csdiffat20;-0.4017965441;average
elementaldrakes;csdiffat20;0.4118873114;average
opp_elementaldrakes;csdiffat20;-0.4118873114;average
infernals;csdiffat20;0.1461830263;low
mountains;csdiffat20;0.1348519797;low
clouds;csdiffat20;0.1550067486;low
oceans;csdiffat20;0.1342689155;low
chemtechs;csdiffat20;0.1370032913;low
hextechs;csdiffat20;0.1576911084;low
elders;csdiffat20;0.0218841916;low
opp_elders;csdiffat20;-0.0218841916;low
firstherald;csdiffat20;0.1273169309;low
heralds;csdiffat20;0.2326390862;low
opp_heralds;csdiffat20;-0.2326390862;low
firstbaron;csdiffat20;0.3895142106;average
barons;csdiffat20;0.1570931439;low
opp_barons;csdiffat20;-0.1570931439;low
firsttower;csdiffat20;0.4307450096;average
towers;csdiffat20;0.5675115795;average
opp_towers;csdiffat20;-0.5675115795;average
firstmidtower;csdiffat20;0.4192197074;average
firsttothreetowers;csdiffat20;0.5403082745;average
turretplates;csdiffat20;0.4737079100;average
opp_turretplates;csdiffat20;-0.4737079100;average
inhibitors;csdiffat20;0.2660842171;low
opp_inhibitors;csdiffat20;-0.2660842171;low
damagetochampions;csdiffat20;0.0929368318;low
dpm;csdiffat20;0.1121376522;low
damageshare;csdiffat20;0.1336955202;low
damagetakenperminute;csdiffat20;-0.0267347616;low
damagemitigatedperminute;csdiffat20;0.0028998021;low
damagetotowers;csdiffat20;0.2906382911;low
wardsplaced;csdiffat20;0.0114001678;low
wpm;csdiffat20;0.0147133876;low
wardskilled;csdiffat20;0.0467238672;low
wcpm;csdiffat20;0.0537092966;low
controlwardsbought;csdiffat20;0.0170592151;low
visionscore;csdiffat20;0.0479864763;low
vspm;csdiffat20;0.0566823382;low
totalgold;csdiffat20;0.0809062071;low
earnedgold;csdiffat20;0.1232410237;low
earned gpm;csdiffat20;0.1444837572;low
earnedgoldshare;csdiffat20;0.1751621896;low
goldspent;csdiffat20;0.0621568474;low
gspd;csdiffat20;0.6588425565;average
gpr;csdiffat20;0.7186214167;average
total cs;csdiffat20;0.1556412163;low
minionkills;csdiffat20;0.0480012363;low
monsterkills;csdiffat20;0.0992370696;low
cspm;csdiffat20;0.0713930857;low
goldat10;csdiffat20;0.0453539444;low
xpat10;csdiffat20;0.0267179302;low
csat10;csdiffat20;0.0587520640;low
opp_goldat10;csdiffat20;-0.0453539444;low
opp_xpat10;csdiffat20;-0.0267179302;low
opp_csat10;csdiffat20;-0.0587520640;low
golddiffat10;csdiffat20;0.5478737012;average
xpdiffat10;csdiffat20;0.5323697724;average
csdiffat10;csdiffat20;0.7746325595;average
killsat10;csdiffat20;0.1417427925;low
assistsat10;csdiffat20;0.0879247683;low
deathsat10;csdiffat20;-0.1428963572;low
opp_killsat10;csdiffat20;-0.1417427925;low
opp_assistsat10;csdiffat20;-0.0879247683;low
opp_deathsat10;csdiffat20;0.1428963572;low
goldat15;csdiffat20;0.0645864210;low
xpat15;csdiffat20;0.0366443294;low
csat15;csdiffat20;0.0653589931;low
opp_goldat15;csdiffat20;-0.0645864210;low
opp_xpat15;csdiffat20;-0.0366443294;low
opp_csat15;csdiffat20;-0.0653589931;low
golddiffat15;csdiffat20;0.6396152379;average
xpdiffat15;csdiffat20;0.6536512430;average
csdiffat15;csdiffat20;0.9005220498;high
killsat15;csdiffat20;0.1734947695;low
assistsat15;csdiffat20;0.1091098345;low
deathsat15;csdiffat20;-0.1743285632;low
opp_killsat15;csdiffat20;-0.1734947695;low
opp_assistsat15;csdiffat20;-0.1091098345;low
opp_deathsat15;csdiffat20;0.1743285632;low
goldat20;csdiffat20;0.0781642799;low
xpat20;csdiffat20;0.0483546490;low
csat20;csdiffat20;0.0730010041;low
opp_goldat20;csdiffat20;-0.0781642799;low
opp_xpat20;csdiffat20;-0.0483546490;low
opp_csat20;csdiffat20;-0.0730010041;low
golddiffat20;csdiffat20;0.6930325670;average
xpdiffat20;csdiffat20;0.7264235385;average
kills;killsat20;0.8481970436;high
deaths;killsat20;0.4598477796;average
assists;killsat20;0.6866452831;average
teamkills;killsat20;0.3324858143;average
teamdeaths;killsat20;-0.0517358066;low
doublekills;killsat20;0.6384666605;average
triplekills;killsat20;0.3555717595;average
quadrakills;killsat20;0.1675791345;low
pentakills;killsat20;0.0776728704;low
firstblood;killsat20;0.2715429904;low
